lambda_seq,cv_auc_mean,cv_auc_sd,cv_treatment_effect_mean,AUC of training data,AUC of test data
0.017946945,0.688411518,0.046535534,-0.02792772,0.699838877,0.685162252
0.017831901,0.689112019,0.0465912,-0.02792772,0.699875466,0.685141262
0.017716856,0.689933277,0.046479276,-0.02792772,0.699718656,0.68554007
0.017601812,0.69036263,0.0459233,-0.02792772,0.700521003,0.685225221
0.017486767,0.690325878,0.045901339,-0.02792772,0.700429531,0.685875908
0.017371723,0.691695838,0.043890531,-0.02792772,0.700390328,0.685875908
0.017256678,0.692007981,0.044644234,-0.02792772,0.702643175,0.687597078
0.017141634,0.691917166,0.044385745,-0.02792772,0.702683684,0.691123379
0.017026589,0.693425591,0.043869724,-0.02792772,0.702639254,0.690766551
0.016911545,0.694086597,0.044223008,-0.02792772,0.704382466,0.693747114
0.0167965,0.694204432,0.044639711,-0.02792772,0.70428446,0.693915033
0.016681456,0.693866287,0.045250241,-0.02792772,0.704262245,0.693621175
0.016566411,0.694176028,0.04572693,-0.02792772,0.704170772,0.693726124
0.016451367,0.694227193,0.045339497,-0.02792772,0.704162932,0.694334831
0.016336322,0.696138423,0.045478738,-0.02792772,0.704568026,0.69435582
0.016221277,0.697786744,0.046577157,-0.034881697,0.704642511,0.694775618
0.016106233,0.698930772,0.046937586,-0.039972253,0.704602001,0.694565719
0.015991188,0.698892203,0.047106406,-0.039972253,0.704850285,0.693894043
0.015876144,0.699436983,0.046853325,-0.039972253,0.704809776,0.693894043
0.015761099,0.699504596,0.046895268,-0.039972253,0.704686941,0.693873053
0.015646055,0.699477825,0.047003614,-0.039972253,0.705183508,0.693747114
0.01553101,0.699673413,0.046897028,-0.040069384,0.705316797,0.693768104
0.015415966,0.699465324,0.04703664,-0.040069384,0.705188735,0.693789094
0.015300921,0.699476937,0.047255715,-0.040069384,0.705041071,0.694082952
0.015185877,0.699423874,0.047250347,-0.040069384,0.704966586,0.694544729
0.015070832,0.699867082,0.047306321,-0.040069384,0.704886874,0.694880568
0.014955788,0.699964888,0.047573823,-0.040069384,0.707231194,0.699540322
0.014840743,0.699821306,0.047598713,-0.040069384,0.707054782,0.699561311
0.014725699,0.699847526,0.047440303,-0.040069384,0.707052168,0.699666261
0.014610654,0.700003073,0.047338715,-0.040069384,0.708454317,0.701324462
0.01449561,0.699988739,0.047909153,-0.0364076,0.708586299,0.701324462
0.014380565,0.700590432,0.046604253,-0.0364076,0.708592833,0.701345451
0.014265521,0.700336767,0.046314338,-0.032373636,0.708490906,0.700820704
0.014150476,0.699833269,0.046225123,-0.032373636,0.708506587,0.700841694
0.014035432,0.700316183,0.046445177,-0.032373636,0.708539256,0.700505856
0.013920387,0.700461318,0.046829469,-0.030872946,0.71147619,0.702709794
0.013805343,0.700673633,0.047155934,-0.022520761,0.711486644,0.702646824
0.013690298,0.700945302,0.047395433,-0.022520761,0.711521926,0.702667814
0.013575253,0.701343777,0.047038421,-0.022520761,0.711538914,0.7033185
0.013460209,0.701487311,0.047525307,-0.022520761,0.711498404,0.703843248
0.013345164,0.7017571,0.048124186,-0.022520761,0.711362502,0.703150581
0.01323012,0.701770162,0.048043471,-0.022520761,0.711095924,0.703612359
0.013115075,0.702096286,0.048130582,-0.014988389,0.711337674,0.704787792
0.013000031,0.703396733,0.047135334,-0.014988389,0.711511472,0.704409974
0.012884986,0.703548526,0.046507196,-0.014988389,0.711508858,0.704472944
0.012769942,0.703403552,0.046522986,-0.014988389,0.711853842,0.704850762
0.012654897,0.703355315,0.046389054,-0.021359408,0.713487287,0.711147727
0.012539853,0.703928747,0.047581112,-0.021359408,0.713222015,0.710769909
0.012424808,0.704096467,0.047347527,-0.021359408,0.713233776,0.710811889
0.012309764,0.70392717,0.047450606,-0.020790553,0.713026002,0.711000798
0.012194719,0.70461465,0.046670088,-0.020790553,0.713109634,0.711189707
0.012079675,0.704497432,0.046561723,-0.020790553,0.713167131,0.711063767
0.01196463,0.704101076,0.046745882,-0.020790553,0.713556545,0.710790899
0.011849586,0.7042572,0.046717433,-0.020790553,0.713404961,0.710895848
0.011734541,0.704250261,0.046935676,-0.021430194,0.713193267,0.710895848
0.011619497,0.704422458,0.046975151,-0.008569151,0.713129236,0.710664959
0.011504452,0.704668549,0.04735322,-0.008569151,0.713163211,0.71062298
0.011389408,0.705152192,0.047031031,-0.001844169,0.715960975,0.711263171
0.011274363,0.704803643,0.046593711,-0.001715452,0.716282437,0.711326141
0.011159319,0.704621692,0.046547225,-0.005347058,0.71637391,0.711326141
0.011044274,0.705931221,0.047240381,-0.00990764,0.716794685,0.71138911
0.010929229,0.706099702,0.047448929,-0.00990764,0.717265117,0.71143109
0.010814185,0.707539947,0.048279369,-0.00513865,0.717368351,0.711326141
0.01069914,0.707303749,0.048603818,-0.00513865,0.71760226,0.711619999
0.010584096,0.707401415,0.048921912,-0.00513865,0.717717255,0.71155703
0.010469051,0.707770402,0.048990501,-0.007882251,0.717653224,0.712879392
0.010354007,0.707797285,0.049015834,-0.010170184,0.718046557,0.712942362
0.010238962,0.707817074,0.04898732,-0.002758136,0.718107975,0.71319424
0.010123918,0.70777867,0.049071848,-0.00922844,0.718433357,0.713047311
0.010008873,0.707851938,0.048676704,-0.008678275,0.718587554,0.713026321
0.009893829,0.707929171,0.049015531,-0.009050183,0.718842371,0.713026321
0.009778784,0.70782531,0.048871112,-0.012887455,0.718999182,0.71317325
0.00966374,0.707646021,0.048952726,-0.014660961,0.719157299,0.712984342
0.009548695,0.707562541,0.048917766,-0.017589296,0.719297122,0.712837412
0.009433651,0.707596575,0.049371852,-0.019713206,0.719642106,0.714138785
0.009318606,0.707597136,0.049872579,-0.019613912,0.719585915,0.714222745
0.009203562,0.707362739,0.050289653,-0.019613912,0.719613357,0.714558583
0.009088517,0.706849234,0.050487537,-0.02006532,0.720566635,0.715398178
0.008973473,0.706522349,0.050441457,-0.016631528,0.720667256,0.716384703
0.008858428,0.706658841,0.050653969,-0.016648963,0.720907699,0.716290248
0.008743384,0.706266816,0.050825102,-0.015707576,0.721574797,0.716856975
0.008628339,0.706291322,0.05084356,-0.01198464,0.721633601,0.716752026
0.008513295,0.705927802,0.051244217,-0.013777166,0.721816547,0.717339742
0.00839825,0.705808782,0.051109452,-0.011433879,0.722122328,0.71771756
0.008283206,0.705883563,0.050932888,-0.014715434,0.722322915,0.718473196
0.008168161,0.705881089,0.051233203,-0.014388739,0.722584266,0.719228832
0.008053116,0.706117611,0.051140311,-0.023868456,0.722797267,0.720215356
0.007938072,0.706310669,0.051067463,-0.020260535,0.723044244,0.720194366
0.007823027,0.706293654,0.051118347,-0.020915091,0.723461099,0.720782083
0.007707983,0.706317456,0.051158385,-0.021118063,0.723782561,0.721222871
0.007592938,0.706457224,0.051309878,-0.020751239,0.723985762,0.721432769
0.007477894,0.706466964,0.051410395,-0.022165292,0.724492129,0.721873557
0.007362849,0.706038396,0.051990319,-0.022618962,0.724996537,0.722797112
0.007247805,0.7061396,0.051621985,-0.019459428,0.725497025,0.723426808
0.00713276,0.706341342,0.051848682,-0.013974295,0.725738774,0.723615717
0.007017716,0.706629334,0.052112136,-0.014963498,0.725844622,0.723951555
0.006902671,0.707020976,0.052335975,-0.013136613,0.725989671,0.724203434
0.006787627,0.706871767,0.052326146,-0.017476826,0.726266704,0.724812141
0.006672582,0.706918003,0.052446108,-0.017348229,0.726886106,0.725105999
0.006557538,0.706747869,0.052546001,-0.02020208,0.727170979,0.725630746
0.006442493,0.706623148,0.052801617,-0.017575417,0.727397047,0.725945594
0.006327449,0.706784493,0.052770399,-0.0157256,0.727649251,0.725903614
0.006212404,0.706939756,0.052670791,-0.014374557,0.727719163,0.726228958
0.00609736,0.707022352,0.052544183,-0.016771184,0.728114456,0.726932119
0.005982315,0.706959321,0.052508681,-0.014927218,0.728580968,0.727540825
0.005867271,0.706735608,0.052468806,-0.016147711,0.729001743,0.728254481
0.005752226,0.706760183,0.052423822,-0.013753736,0.729561035,0.72848537
0.005637182,0.706743104,0.052372764,-0.018403971,0.729884457,0.729104572
0.005522137,0.706834956,0.052361311,-0.019209895,0.730724701,0.729650309
0.005407092,0.707139291,0.052473342,-0.021009572,0.731306207,0.730049116
0.005292048,0.706842559,0.05266424,-0.019176771,0.732051711,0.730657823
0.005177003,0.707286674,0.052314022,-0.008699111,0.73277304,0.73109861
0.005061959,0.707392504,0.052419786,-0.009285556,0.733430338,0.731812266
0.004946914,0.707394333,0.052053567,-0.013318682,0.734028832,0.732420973
0.00483187,0.707387478,0.051747069,-0.019659001,0.734829873,0.732798791
0.004716825,0.707303194,0.051629527,-0.026154985,0.735734148,0.733323538
0.004601781,0.707931129,0.051310167,-0.024939254,0.736386219,0.733470467
0.004486736,0.708201722,0.051060182,-0.026208301,0.737115389,0.734079174
0.004371692,0.708084279,0.050651361,-0.015501539,0.737808623,0.734645901
0.004256647,0.70827741,0.050303304,-0.020893457,0.738727272,0.735433021
0.004141603,0.708369458,0.049902743,-0.018425608,0.739703419,0.736146677
0.004026558,0.70823957,0.049818874,-0.014437797,0.740516221,0.736451031
0.003911514,0.707921749,0.049731683,-0.011183338,0.741555092,0.737059737
0.003796469,0.707804983,0.04959006,-0.016481827,0.742617484,0.737647454
0.003681425,0.708084852,0.049234438,-0.025308499,0.743517839,0.73834012
0.00356638,0.708698476,0.048759411,-0.016909399,0.744299278,0.738654968
0.003451336,0.709114343,0.048533046,-0.01676822,0.745046743,0.739672978
0.003336291,0.709483635,0.048512879,-0.013239052,0.745877839,0.739610008
0.003221247,0.709554533,0.04787645,-0.023107871,0.746806943,0.739547038
0.003106202,0.709475683,0.047557305,-0.017699077,0.747650453,0.739966836
0.002991158,0.709290555,0.047235103,-0.017112615,0.748465215,0.74010327
0.002876113,0.709484461,0.046558986,-0.016257083,0.7492166,0.740407624
0.002761069,0.709426308,0.045984031,-0.021241763,0.749984319,0.740649007
0.002646024,0.709305927,0.045661314,-0.033651506,0.750800388,0.740795936
0.002530979,0.709408763,0.045376471,-0.028776035,0.751792869,0.741488602
0.002415935,0.708817716,0.045152217,-0.024088496,0.752937587,0.741488602
0.00230089,0.708317357,0.044564307,0.000793597,0.753938562,0.741656522
0.002185846,0.70788453,0.044233808,0.003618207,0.755034276,0.741740481
0.002070801,0.707241028,0.044052417,0.000224946,0.756378274,0.741173754
0.001955757,0.706662427,0.043724514,0.00958383,0.757924166,0.741320683
0.001840712,0.705822184,0.043638822,0.012353858,0.759890834,0.741194744
0.001725668,0.704905244,0.043246055,0.030661159,0.761675862,0.74020822
0.001610623,0.704247776,0.042889785,0.02183393,0.763677812,0.739704462
0.001495579,0.704243766,0.042976982,0.016448273,0.765652319,0.739158725
0.001380534,0.703899994,0.042641038,0.011206179,0.767864657,0.738885857
0.00126549,0.703556693,0.041741609,0.014298167,0.770495156,0.738004282
0.001150445,0.703416216,0.040992154,0.010254351,0.773075998,0.737311616
0.001035401,0.702775483,0.040406892,0.00296612,0.775783596,0.736849838
0.000920356,0.701299622,0.040081215,-0.011494681,0.778407561,0.734624911
0.000805312,0.699409799,0.040283026,-0.011365051,0.781343188,0.731707317
0.000690267,0.697529836,0.041044774,-0.016153425,0.784252026,0.728852693
0.000575223,0.695276864,0.041675127,-0.016587669,0.787206601,0.725620251
0.000460178,0.691457467,0.042424636,-0.015152622,0.79135163,0.721611183
0.000345134,0.687018755,0.042557785,-0.038654525,0.795359449,0.716678561
0.000230089,0.680953783,0.042412355,-0.026859926,0.800010193,0.705763822
0.000115045,0.67397829,0.041230371,-0.031265189,0.806466872,0.692225347
0,0.655554732,0.051664001,-0.008223566,0.810819676,0.663637127
